sku_id,total_quantity,total_sales,transactions,stores,channels,first_sale,last_sale
SKU01195,3328,602048.78,1789,30,3,2022-01-01,2025-12-31
SKU01196,2997,346538.4,1602,30,3,2022-01-01,2025-12-29
SKU01197,3736,7701125.11,2002,30,3,2022-01-02,2025-12-31
SKU01198,1866,6408529.399999999,1019,30,3,2022-01-01,2025-12-31
SKU01199,2156,5143719.18,1159,30,3,2022-01-01,2025-12-31
SKU01200,1396,1275911.73,720,30,3,2022-01-01,2025-12-29
SKU01201,3152,392387.41,1663,30,3,2022-01-01,2025-12-30
SKU01202,2007,624592.57,1087,30,3,2022-01-02,2025-12-31
SKU01203,2239,1069286.36,1174,30,3,2022-01-03,2025-12-31
SKU01204,1443,3180514.66,777,30,3,2022-01-03,2025-12-31
SKU01205,3144,211716.66,1677,30,3,2022-01-01,2025-12-31
SKU01206,1359,527820.53,743,30,3,2022-01-01,2025-12-28
SKU01207,1510,617784.87,815,30,3,2022-01-03,2025-12-30
SKU01208,2018,216426.63,1072,30,3,2022-01-02,2025-12-31
SKU01209,3664,340162.91000000003,1969,30,3,2022-01-01,2025-12-31
SKU01210,3406,896689.35,1791,30,3,2022-01-02,2025-12-31
SKU01211,2427,590310.02,1303,30,3,2022-01-02,2025-12-29
SKU01212,2233,499301.44,1173,30,3,2022-01-02,2025-12-31
SKU01213,1846,737739.74,959,30,3,2022-01-02,2025-12-28
SKU01214,3577,311586.26,1884,30,3,2022-01-02,2025-12-30
SKU01215,1400,356761.14999999997,750,30,3,2022-01-05,2025-12-30
SKU01216,1435,813753.43,761,30,3,2022-01-08,2025-12-31
SKU01217,2823,481772.62,1484,30,3,2022-01-01,2025-12-31
SKU01218,1720,611214.7999999999,923,30,3,2022-01-02,2025-12-29
SKU01219,1471,435384.89999999997,774,30,3,2022-01-02,2025-12-30
SKU01220,2517,2061483.3499999999,1353,30,3,2022-01-03,2025-12-31
SKU01221,3483,6596543.62,1816,30,3,2022-01-03,2025-12-30
SKU01222,1484,934631.95,790,30,3,2022-01-01,2025-12-30
SKU01223,3127,795806.01,1663,30,3,2022-01-01,2025-12-31
SKU01224,1279,337937.79,684,30,3,2022-01-02,2025-12-31
SKU01225,1636,2692983.9,879,30,3,2022-01-01,2025-12-31
SKU01226,3344,462236.85000000003,1776,30,3,2022-01-01,2025-12-30
SKU01227,3046,1156257.81,1646,30,3,2022-01-03,2025-12-31
SKU01228,1512,1949914.1199999999,807,30,3,2022-01-02,2025-12-29
SKU01229,1271,585907.55,666,30,3,2022-01-01,2025-12-29
SKU01230,2231,1460237.43,1168,30,3,2022-01-04,2025-12-29
SKU01231,1580,448830.66,832,30,3,2022-01-02,2025-12-31
SKU01232,9477,3689544.3899999997,5026,30,3,2022-01-01,2025-12-31
SKU01233,1959,863253.8,1013,30,3,2022-01-08,2025-12-30
SKU01234,1886,4307204.55,993,30,3,2022-01-03,2025-12-30
SKU01235,1778,476689.42,941,30,3,2022-01-04,2025-12-30
SKU01236,1535,156851.48,805,30,3,2022-01-07,2025-12-30
SKU01237,2524,2311816.19,1392,30,3,2022-01-01,2025-12-31
SKU01238,2749,454284.3,1481,30,3,2022-01-01,2025-12-31
SKU01239,2321,4665649.33,1235,30,3,2022-01-02,2025-12-31
SKU01240,1316,1369697.6600000001,713,30,3,2022-01-01,2025-12-30
SKU01241,2228,402331.57999999996,1189,30,3,2022-01-01,2025-12-28
SKU01242,3473,1357634.73,1836,30,3,2022-01-01,2025-12-31
SKU01243,3700,720313.17,2012,30,3,2022-01-02,2025-12-31
SKU01244,4201,8825167.2,2273,30,3,2022-01-01,2025-12-31
SKU01245,4406,157618.07,2299,30,3,2022-01-01,2025-12-29
SKU01246,2411,1196864.89,1327,30,3,2022-01-01,2025-12-31
SKU01247,1363,1056204.44,723,30,3,2022-01-11,2025-12-29
SKU01248,9306,3332133.57,4918,30,3,2022-01-01,2025-12-31
SKU01249,3200,331504.57999999996,1690,30,3,2022-01-02,2025-12-31
SKU01250,1632,86502.83,840,30,3,2022-01-03,2025-12-24
SKU01251,1595,3843684.61,837,30,3,2022-01-01,2025-12-31
SKU01252,2935,260591.81,1516,30,3,2022-01-02,2025-12-31
SKU01253,1826,394188.62,982,30,3,2022-01-02,2025-12-31
SKU01254,2278,246241.57,1217,30,3,2022-01-03,2025-12-31
SKU01255,7517,1294554.07,3971,30,3,2022-01-01,2025-12-31
SKU01256,1268,187726.65,696,30,3,2022-01-03,2025-12-31
SKU01257,2171,743599.63,1123,30,3,2022-01-03,2025-12-31
SKU01258,1641,3238926.49,869,30,3,2022-01-07,2025-12-30
SKU01259,2047,703356.69,1115,30,3,2022-01-02,2025-12-31
SKU01260,1394,463014.31000000006,760,30,3,2022-01-03,2025-12-30
SKU01261,3633,1101948.44,1915,30,3,2022-01-03,2025-12-31
SKU01262,2623,1457362.53,1362,30,3,2022-01-02,2025-12-28
SKU01263,3704,636774.65,1917,30,3,2022-01-05,2025-12-30
SKU01264,1366,1416244.49,730,30,3,2022-01-04,2025-12-27
SKU01265,1945,2005417.75,1013,30,3,2022-01-01,2025-12-31
SKU01266,1550,1269479.93,838,30,3,2022-01-03,2025-12-30
SKU01267,2246,2074837.83,1163,30,3,2022-01-03,2025-12-30
SKU01268,1578,500594.4,846,30,3,2022-01-02,2025-12-31
SKU01269,2252,6021965.91,1193,30,3,2022-01-03,2025-12-30
SKU01270,3136,839765.46,1703,30,3,2022-01-02,2025-12-31
SKU01271,3536,764499.69,1873,30,3,2022-01-02,2025-12-31
SKU01272,3647,1328002.06,1923,30,3,2022-01-01,2025-12-30
SKU01273,2382,1501458.43,1242,30,3,2022-01-06,2025-12-31
SKU01274,27374,14217774.08,14615,30,3,2022-01-01,2025-12-31
SKU01275,1514,137856.32,799,30,3,2022-01-01,2025-12-30
SKU01276,2936,5464645.68,1587,30,3,2022-01-01,2025-12-31
SKU01277,2594,3779242.6599999997,1403,30,3,2022-01-01,2025-12-31
SKU01278,7297,7875943.35,3873,30,3,2022-01-01,2025-12-31
SKU01279,1379,207892.41,741,30,3,2022-01-12,2025-12-31
SKU01280,8422,4668459.23,4485,30,3,2022-01-01,2025-12-31
SKU01281,5524,942941.2899999999,2953,30,3,2022-01-01,2025-12-31
SKU01282,2050,75648.16,1109,30,3,2022-01-03,2025-12-30
SKU01283,1791,117236.37999999999,914,30,3,2022-01-04,2025-12-30
SKU01284,2534,634763.05,1336,30,3,2022-01-05,2025-12-29
SKU01285,1299,448603.9,696,30,3,2022-01-08,2025-12-31
SKU01286,1876,151753.66,1020,30,3,2022-01-01,2025-12-30
SKU01287,1171,441074.1,620,30,3,2022-01-01,2025-12-30
SKU01288,2076,760881.71,1090,30,3,2022-01-04,2025-12-28
SKU01289,2607,627630.1900000001,1350,30,3,2022-01-01,2025-12-30
SKU01290,1370,112764.05,718,30,3,2022-01-09,2025-12-31
SKU01291,1741,1015271.9500000001,907,30,3,2022-01-01,2025-12-31
SKU01292,2264,1282166.73,1186,30,3,2022-01-01,2025-12-30
SKU01293,9790,2100960.62,5269,30,3,2022-01-01,2025-12-31
SKU01294,2822,1180920.51,1493,30,3,2022-01-04,2025-12-31
SKU01295,4237,591000.78,2306,30,3,2022-01-01,2025-12-31
SKU01296,1361,107126.36,714,30,3,2022-01-01,2025-12-30
SKU01297,7513,1978519.31,3968,30,3,2022-01-01,2025-12-31
SKU01298,1395,245436.92,726,30,3,2022-01-02,2025-12-30
SKU01299,1610,3851822.23,843,30,3,2022-01-08,2025-12-30
SKU01300,2374,296747.44,1275,30,3,2022-01-01,2025-12-30
SKU01301,3677,1651653.3,1943,30,3,2022-01-04,2025-12-31
SKU01302,2203,517428.63999999996,1162,30,3,2022-01-01,2025-12-30
SKU01303,1264,480769.32,663,30,3,2022-01-03,2025-12-30
SKU01304,3318,237062.28,1742,30,3,2022-01-01,2025-12-31
SKU01305,1823,1278384.0799999998,961,30,3,2022-01-05,2025-12-31
SKU01306,1480,375240.86,815,30,3,2022-01-04,2025-12-31
SKU01307,1436,191422.47,779,30,3,2022-01-03,2025-12-28
SKU01308,1651,164110.5,870,30,3,2022-01-07,2025-12-30
SKU01309,1378,616241.28,747,30,3,2022-01-02,2025-12-30
SKU01310,1306,914527.76,671,30,3,2022-01-04,2025-12-26
SKU01311,1337,1104301.17,713,30,3,2022-01-04,2025-12-30
SKU01312,1507,218110.43,812,30,3,2022-01-02,2025-12-31
SKU01313,2083,853869.16,1106,30,3,2022-01-02,2025-12-30
SKU01314,2034,615611.52,1044,30,3,2022-01-03,2025-12-31
SKU01315,6793,10641762.95,3544,30,3,2022-01-01,2025-12-31
SKU01316,1669,298768.25,893,30,3,2022-01-01,2025-12-31
SKU01317,20508,12335339.23,10935,30,3,2022-01-01,2025-12-31
SKU01318,1220,397879.1,656,30,3,2022-01-06,2025-12-31
SKU01319,2656,5035759.859999999,1385,30,3,2022-01-06,2025-12-31
SKU01320,1326,280093.71,712,30,3,2022-01-01,2025-12-30
SKU01321,1964,2021536.64,1032,30,3,2022-01-05,2025-12-31
SKU01322,2884,2434945.3,1528,30,3,2022-01-01,2025-12-31
SKU01323,1541,439979.08,826,30,3,2022-01-01,2025-12-31
SKU01324,1371,82495.52,753,30,3,2022-01-03,2025-12-31
SKU01325,1781,448538.72,969,30,3,2022-01-07,2025-12-30
SKU01326,2871,670109.36,1526,30,3,2022-01-02,2025-12-31
SKU01327,1739,685220.64,922,30,3,2022-01-01,2025-12-31
SKU01328,1562,631938.22,840,30,3,2022-01-03,2025-12-29
SKU01329,1503,87903.59,768,30,3,2022-01-03,2025-12-31
SKU01330,3275,565287.5700000001,1692,30,3,2022-01-01,2025-12-31
SKU01331,6615,543291.74,3545,30,3,2022-01-01,2025-12-31
SKU01332,2267,140193.37,1241,30,3,2022-01-01,2025-12-31
SKU01333,1705,140481.32,901,30,3,2022-01-01,2025-12-31
SKU01334,2085,224933.74,1108,30,3,2022-01-05,2025-12-31
SKU01335,1723,378612.62,917,30,3,2022-01-01,2025-12-31
SKU01336,2636,1964603.8699999999,1379,30,3,2022-01-02,2025-12-30
SKU01337,1195,254348.25,639,30,3,2022-01-03,2025-12-30
SKU01338,3580,1184468.83,1861,30,3,2022-01-04,2025-12-31
SKU01339,1264,282161.6,681,30,3,2022-01-02,2025-12-30
SKU01340,1252,828202.15,674,30,3,2022-01-01,2025-12-31
SKU01341,3990,194572.38,2108,30,3,2022-01-01,2025-12-31
SKU01342,2089,699751.86,1098,30,3,2022-01-02,2025-12-31
SKU01343,10281,3170286.64,5443,30,3,2022-01-01,2025-12-31
SKU01344,1936,399727.14,1028,30,3,2022-01-01,2025-12-31
SKU01345,1539,500502.38999999996,797,30,3,2022-01-02,2025-12-29
SKU01346,1507,436537.32,808,30,3,2022-01-05,2025-12-31
SKU01347,1266,588298.1799999999,666,30,3,2022-01-01,2025-12-31
SKU01348,1409,1558709.76,730,30,3,2022-01-01,2025-12-30
SKU01349,1891,610918.57,969,30,3,2022-01-03,2025-12-31
SKU01350,1760,2307490.4,927,30,3,2022-01-03,2025-12-30
SKU01351,3575,1650521.46,1940,30,3,2022-01-02,2025-12-31
SKU01352,2885,405773.48000000004,1525,30,3,2022-01-02,2025-12-30
SKU01353,3270,244703.98,1722,30,3,2022-01-02,2025-12-30
SKU01354,3475,325267.85,1869,30,3,2022-01-01,2025-12-31
SKU01355,2036,2520979.81,1078,30,3,2022-01-02,2025-12-31
SKU01356,1231,214832.0,675,30,3,2022-01-02,2025-12-29
SKU01357,6784,6691495.76,3592,30,3,2022-01-01,2025-12-31
SKU01358,2156,366192.79,1156,30,3,2022-01-01,2025-12-31
SKU01359,7387,2092614.89,3931,30,3,2022-01-01,2025-12-31
SKU01360,1630,1970337.08,864,30,3,2022-01-01,2025-12-31
SKU01361,1727,1196151.3800000001,910,30,3,2022-01-02,2025-12-30
SKU01362,1743,92708.23,915,30,3,2022-01-01,2025-12-30
SKU01363,16786,50092477.74,8982,30,3,2022-01-01,2025-12-31
SKU01364,1759,212358.14,952,30,3,2022-01-01,2025-12-31
SKU01365,4973,268741.02,2618,30,3,2022-01-01,2025-12-31
SKU01366,1976,408951.14,1024,30,3,2022-01-01,2025-12-31
SKU01367,2133,1357257.34,1146,30,3,2022-01-02,2025-12-31
SKU01368,1745,870306.96,936,30,3,2022-01-02,2025-12-31
SKU01369,1391,181055.34,752,30,3,2022-01-02,2025-12-31
SKU01370,11528,2124888.05,6086,30,3,2022-01-01,2025-12-31
SKU01371,70611,84082475.28,37725,30,3,2022-01-01,2025-12-31
SKU01372,1330,1939506.24,708,30,3,2022-01-04,2025-12-31
SKU01373,1594,111139.76,839,30,3,2022-01-01,2025-12-30
SKU01374,2897,209426.32,1505,30,3,2022-01-05,2025-12-31
SKU01375,1789,637155.75,935,30,3,2022-01-01,2025-12-30
SKU01376,2118,870470.78,1143,30,3,2022-01-01,2025-12-31
SKU01377,7651,927477.56,4072,30,3,2022-01-01,2025-12-31
SKU01378,1444,207669.64,797,30,3,2022-01-04,2025-12-31
SKU01379,4989,891624.02,2662,30,3,2022-01-01,2025-12-31
SKU01380,1915,469024.99,1061,30,3,2022-01-02,2025-12-31
SKU01381,1692,468551.0,884,30,3,2022-01-01,2025-12-31
SKU01382,1404,466025.08,746,30,3,2022-01-01,2025-12-29
SKU01383,2234,424516.70999999996,1204,30,3,2022-01-01,2025-12-31
SKU01384,1480,307624.89,798,30,3,2022-01-01,2025-12-31
SKU01385,1347,1240462.06,736,30,3,2022-01-02,2025-12-30
SKU01386,1767,458730.85,913,30,3,2022-01-01,2025-12-31
SKU01387,1418,316328.09,751,30,3,2022-01-04,2025-12-29
SKU01388,2673,398131.69,1429,30,3,2022-01-05,2025-12-30
SKU01389,2032,6823297.19,1083,30,3,2022-01-08,2025-12-30
SKU01390,1744,1128189.55,908,30,3,2022-01-01,2025-12-30
SKU01391,1323,436510.65,702,30,3,2022-01-03,2025-12-30
SKU01392,1267,153700.87,686,30,3,2022-01-01,2025-12-31
SKU01393,2050,240153.76,1095,30,3,2022-01-01,2025-12-30
SKU01394,1831,968019.24,976,30,3,2022-01-02,2025-12-31
SKU01395,6257,720436.36,3284,30,3,2022-01-01,2025-12-31
SKU01396,1251,156067.69999999998,659,30,3,2022-01-02,2025-12-30
SKU01397,2080,8123312.9,1111,30,3,2022-01-01,2025-12-31
SKU01398,3699,2226452.96,1958,30,3,2022-01-01,2025-12-30
SKU01399,2576,681465.71,1399,30,3,2022-01-02,2025-12-31
SKU01400,1901,319335.92,1056,30,3,2022-01-03,2025-12-31
SKU01401,1508,278822.35,808,30,3,2022-01-07,2025-12-30
SKU01402,1667,1944694.75,868,30,3,2022-01-05,2025-12-31
SKU01403,3001,2078664.12,1569,30,3,2022-01-01,2025-12-31
SKU01404,1766,2010560.18,932,30,3,2022-01-01,2025-12-31
SKU01405,2072,1134865.09,1087,30,3,2022-01-02,2025-12-30
SKU01406,2265,284551.08,1197,30,3,2022-01-03,2025-12-29
SKU01407,1264,1571332.02,672,30,3,2022-01-01,2025-12-27
SKU01408,1934,4395328.11,1061,30,3,2022-01-03,2025-12-31
SKU01409,1912,354790.72,1035,30,3,2022-01-04,2025-12-30
SKU01410,3711,4581840.33,1995,30,3,2022-01-01,2025-12-31
SKU01411,2890,586521.5,1509,30,3,2022-01-03,2025-12-30
SKU01412,2219,401687.69,1170,30,3,2022-01-01,2025-12-28
SKU01413,1268,217896.38,685,30,3,2022-01-04,2025-12-30
SKU01414,22593,4120114.9,11996,30,3,2022-01-01,2025-12-31
SKU01415,1438,853224.9199999999,769,30,3,2022-01-01,2025-12-31
SKU01416,2591,448092.87,1396,30,3,2022-01-04,2025-12-31
SKU01417,1835,320613.77,960,30,3,2022-01-01,2025-12-28
SKU01418,3275,3357517.4,1693,30,3,2022-01-01,2025-12-31
SKU01419,3233,2105135.8899999997,1724,30,3,2022-01-02,2025-12-31
SKU01420,67886,13614456.75,35967,30,3,2022-01-01,2025-12-31
SKU01421,1579,360242.02,873,30,3,2022-01-01,2025-12-31
SKU01422,2577,747072.9700000001,1364,30,3,2022-01-01,2025-12-31
SKU01423,1279,3466014.09,684,30,3,2022-01-04,2025-12-31
SKU01424,1675,923943.2,899,30,3,2022-01-01,2025-12-30
SKU01425,1474,59989.47,802,30,3,2022-01-02,2025-12-28
SKU01426,1658,432018.20999999996,854,30,3,2022-01-02,2025-12-30
SKU01427,2184,1975981.0,1172,30,3,2022-01-03,2025-12-31
SKU01428,1258,3251004.28,657,30,3,2022-01-08,2025-12-28
SKU01429,1871,127178.28,959,30,3,2022-01-05,2025-12-31
SKU01430,1321,794263.66,696,30,3,2022-01-01,2025-12-30
SKU01431,1792,513668.06,964,30,3,2022-01-13,2025-12-28
SKU01432,6358,471804.01,3377,30,3,2022-01-01,2025-12-30
SKU01433,1303,994689.38,660,30,3,2022-01-02,2025-12-31
SKU01434,1668,1135752.09,889,30,3,2022-01-01,2025-12-29
SKU01435,9931,9523611.39,5210,30,3,2022-01-01,2025-12-31
SKU01436,2195,344943.29,1160,30,3,2022-01-03,2025-12-31
SKU01437,1578,2293680.18,844,30,3,2022-01-03,2025-12-31
SKU01438,12584,3507740.56,6680,30,3,2022-01-01,2025-12-31
SKU01439,8083,7447419.54,4303,30,3,2022-01-01,2025-12-31
SKU01440,2451,421498.11,1307,30,3,2022-01-01,2025-12-31
SKU01441,1265,917978.55,683,30,3,2022-01-02,2025-12-28
SKU01442,1657,581878.36,835,30,3,2022-01-02,2025-12-31
SKU01443,4701,775960.76,2473,30,3,2022-01-01,2025-12-31
SKU01444,1609,520937.12,827,30,3,2022-01-02,2025-12-31
SKU01445,1842,6031354.66,955,30,3,2022-01-01,2025-12-29
SKU01446,7434,1340268.75,3920,30,3,2022-01-03,2025-12-31
SKU01447,1458,1541825.62,767,30,3,2022-01-03,2025-12-29
SKU01448,1411,894738.84,728,30,3,2022-01-03,2025-12-30
SKU01449,3945,8205491.76,2116,30,3,2022-01-01,2025-12-31
SKU01450,2966,5650289.350000001,1588,30,3,2022-01-01,2025-12-31
SKU01451,2543,283953.69,1344,30,3,2022-01-01,2025-12-30
SKU01452,1667,2378770.34,849,30,3,2022-01-01,2025-12-31
SKU01453,2766,3243525.76,1470,30,3,2022-01-01,2025-12-31
SKU01454,1378,150935.08,728,30,3,2022-01-01,2025-12-31
SKU01455,1390,127857.04000000001,718,30,3,2022-01-01,2025-12-31
SKU01456,3766,3767650.31,2018,30,3,2022-01-01,2025-12-31
SKU01457,1255,126807.21,678,30,3,2022-01-02,2025-12-30
SKU01458,2186,1129768.67,1187,30,3,2022-01-01,2025-12-29
SKU01459,1871,165067.87,971,30,3,2022-01-04,2025-12-31
SKU01460,2077,168683.32,1121,30,3,2022-01-02,2025-12-31
SKU01461,1988,1317883.1199999999,1078,30,3,2022-01-02,2025-12-29
SKU01462,6077,367421.61,3228,30,3,2022-01-01,2025-12-31
SKU01463,2413,3714581.39,1288,30,3,2022-01-03,2025-12-31
SKU01464,1434,3176514.22,768,30,3,2022-01-01,2025-12-30
SKU01465,1479,354910.66,788,30,3,2022-01-03,2025-12-30
SKU01466,11817,379989.56,6226,30,3,2022-01-01,2025-12-31
SKU01467,1574,2227464.03,823,30,3,2022-01-01,2025-12-31
SKU01468,3463,2125418.7800000003,1828,30,3,2022-01-02,2025-12-31
SKU01469,9730,622172.27,5137,30,3,2022-01-01,2025-12-31
SKU01470,3305,431956.54000000004,1762,30,3,2022-01-02,2025-12-30
SKU01471,1358,125556.76,729,30,3,2022-01-02,2025-12-31
SKU01472,1400,590752.01,765,30,3,2022-01-01,2025-12-31
SKU01473,1308,83405.63,691,30,3,2022-01-03,2025-12-31
SKU01474,1306,290971.14999999997,701,30,3,2022-01-01,2025-12-30
SKU01475,2442,1828081.47,1317,30,3,2022-01-04,2025-12-30
SKU01476,1473,354374.31,774,30,3,2022-01-04,2025-12-31
SKU01477,1324,369507.4,716,30,3,2022-01-02,2025-12-31
SKU01478,3825,3032339.33,2029,30,3,2022-01-01,2025-12-30
SKU01479,2496,1003993.9500000001,1308,30,3,2022-01-04,2025-12-31
SKU01480,3161,403650.0,1720,30,3,2022-01-01,2025-12-31
SKU01481,2278,1605514.59,1220,30,3,2022-01-05,2025-12-30
SKU01482,2131,3136051.37,1122,30,3,2022-01-01,2025-12-30
SKU01483,4226,602692.96,2228,30,3,2022-01-01,2025-12-31
SKU01484,1638,875618.5599999999,893,30,3,2022-01-01,2025-12-31
SKU01485,12082,5386382.8,6443,30,3,2022-01-01,2025-12-31
SKU01486,3744,2024468.24,1980,30,3,2022-01-01,2025-12-31
SKU01487,3690,215923.21,1939,30,3,2022-01-01,2025-12-31
SKU01488,2187,1250512.39,1142,30,3,2022-01-03,2025-12-31
SKU01489,5593,581729.34,2944,30,3,2022-01-01,2025-12-31
SKU01490,7055,544423.29,3721,30,3,2022-01-01,2025-12-31
SKU01491,3102,2475609.6599999997,1627,30,3,2022-01-04,2025-12-31
SKU01492,1423,156681.18,738,30,3,2022-01-03,2025-12-31
SKU01493,2357,441443.67,1269,30,3,2022-01-01,2025-12-30
SKU01494,1998,2137477.68,1047,30,3,2022-01-01,2025-12-30
SKU01495,1338,121879.24,686,30,3,2022-01-02,2025-12-26
SKU01496,3285,314143.92,1731,30,3,2022-01-01,2025-12-31
SKU01497,1919,797696.78,1047,30,3,2022-01-03,2025-12-31
SKU01498,1345,491498.14999999997,724,30,3,2022-01-01,2025-12-31
SKU01499,1476,444630.69,812,30,3,2022-01-01,2025-12-30
SKU01500,1634,1592231.12,896,30,3,2022-01-08,2025-12-28
SKU01501,6805,641023.74,3640,30,3,2022-01-03,2025-12-31
SKU01502,1639,442512.86,864,30,3,2022-01-02,2025-12-31
SKU01503,2420,759483.47,1312,30,3,2022-01-02,2025-12-29
SKU01504,2703,3269999.52,1415,30,3,2022-01-01,2025-12-31
SKU01505,1417,129608.0,745,30,3,2022-01-02,2025-12-29
SKU01506,1521,229985.31,806,30,3,2022-01-06,2025-12-31
SKU01507,25306,5136237.21,13460,30,3,2022-01-01,2025-12-31
SKU01508,3084,6596637.46,1614,30,3,2022-01-01,2025-12-31
SKU01509,1592,1882480.9200000002,869,30,3,2022-01-02,2025-12-31
SKU01510,1407,117396.61,715,30,3,2022-01-04,2025-12-31
SKU01511,1381,646105.89,745,30,3,2022-01-02,2025-12-31
SKU01512,1310,463747.8,710,30,3,2022-01-04,2025-12-30
SKU01513,1322,74237.53,733,30,3,2022-01-01,2025-12-30
SKU01514,5694,4677445.25,3070,30,3,2022-01-01,2025-12-31
SKU01515,1605,718935.68,836,30,3,2022-01-03,2025-12-31
SKU01516,2741,800323.16,1437,30,3,2022-01-01,2025-12-30
SKU01517,2630,1924263.16,1405,30,3,2022-01-01,2025-12-30
SKU01518,1992,5436294.07,1044,30,3,2022-01-03,2025-12-31
SKU01519,4735,1968488.8800000001,2484,30,3,2022-01-01,2025-12-31
SKU01520,2829,2903134.58,1490,30,3,2022-01-03,2025-12-29
SKU01521,1868,4211550.319999999,985,30,3,2022-01-01,2025-12-30
SKU01522,3329,2667376.56,1779,30,3,2022-01-02,2025-12-31
SKU01523,2152,590863.7100000001,1126,30,3,2022-01-02,2025-12-31
SKU01524,2348,4077331.31,1259,30,3,2022-01-05,2025-12-30
SKU01525,2444,4347389.51,1306,30,3,2022-01-01,2025-12-31
SKU01526,3605,674987.53,1932,30,3,2022-01-01,2025-12-31
SKU01527,2265,175268.17,1218,30,3,2022-01-02,2025-12-30
SKU01528,2197,324371.35000000003,1182,30,3,2022-01-03,2025-12-31
SKU01529,1778,185731.33000000002,965,30,3,2022-01-02,2025-12-31
SKU01530,1565,434144.34,829,30,3,2022-01-02,2025-12-31
SKU01531,2357,509771.49,1277,30,3,2022-01-01,2025-12-31
SKU01532,1314,242246.28,720,30,3,2022-01-01,2025-12-31
SKU01533,2367,607115.7200000001,1263,30,3,2022-01-01,2025-12-31
SKU01534,4783,13260228.3,2503,30,3,2022-01-01,2025-12-31
SKU01535,7374,2050213.86,3931,30,3,2022-01-01,2025-12-31
SKU01536,1313,551862.53,695,30,3,2022-01-09,2025-12-31
SKU01537,1593,756482.2200000001,839,30,3,2022-01-02,2025-12-28
SKU01538,1234,444026.04,655,30,3,2022-01-01,2025-12-31
SKU01539,1826,592133.76,932,30,3,2022-01-01,2025-12-31
SKU01540,1894,203595.88,1017,30,3,2022-01-01,2025-12-30
SKU01541,1576,1374003.79,823,30,3,2022-01-05,2025-12-29
SKU01542,1247,3034212.91,664,30,3,2022-01-01,2025-12-30
SKU01543,1943,2401732.2800000003,1007,30,3,2022-01-02,2025-12-31
SKU01544,4204,521849.04,2164,30,3,2022-01-01,2025-12-30
SKU01545,7099,1239933.3900000001,3796,30,3,2022-01-02,2025-12-31
SKU01546,2851,1502315.84,1534,30,3,2022-01-01,2025-12-31
SKU01547,12233,1923548.43,6468,30,3,2022-01-01,2025-12-31
SKU01548,2075,286034.16000000003,1093,30,3,2022-01-01,2025-12-31
SKU01549,7859,1739346.46,4191,30,3,2022-01-01,2025-12-31
SKU01550,1707,55205.56,902,30,3,2022-01-01,2025-12-30
SKU01551,5269,886183.39,2789,30,3,2022-01-01,2025-12-31
SKU01552,1350,273404.17,712,30,3,2022-01-03,2025-12-23
SKU01553,1432,1587689.3,767,30,3,2022-01-05,2025-12-31
SKU01554,2493,536090.48,1322,30,3,2022-01-01,2025-12-31
SKU01555,7008,728727.24,3726,30,3,2022-01-03,2025-12-31
SKU01556,7519,11940084.38,4033,30,3,2022-01-01,2025-12-31
SKU01557,1775,154841.12,922,30,3,2022-01-02,2025-12-27
SKU01558,1274,645678.05,704,30,3,2022-01-03,2025-12-31
SKU01559,1605,123095.45,826,30,3,2022-01-02,2025-12-31
SKU01560,1305,50819.53,705,30,3,2022-01-02,2025-12-30
SKU01561,1623,990909.09,816,30,3,2022-01-01,2025-12-31
SKU01562,1862,836365.64,999,30,3,2022-01-01,2025-12-30
SKU01563,4192,9676198.75,2208,30,3,2022-01-01,2025-12-31
SKU01564,1851,1510031.42,966,30,3,2022-01-06,2025-12-30
SKU01565,1333,1339612.63,701,30,3,2022-01-01,2025-12-31
SKU01566,1743,597574.17,940,30,3,2022-01-07,2025-12-31
SKU01567,1291,1147236.8900000001,685,30,3,2022-01-01,2025-12-31
SKU01568,1235,419982.26,669,30,3,2022-01-03,2025-12-27
SKU01569,2228,922668.64,1174,30,3,2022-01-02,2025-12-31
SKU01570,2057,1486223.62,1086,30,3,2022-01-01,2025-12-31
SKU01571,1562,159448.37,841,30,3,2022-01-02,2025-12-29
SKU01572,2483,2757252.35,1322,30,3,2022-01-02,2025-12-31
SKU01573,1589,1267797.51,850,30,3,2022-01-03,2025-12-31
SKU01574,1923,2468536.6100000003,1009,30,3,2022-01-01,2025-12-31
SKU01575,2248,1064658.5,1225,30,3,2022-01-01,2025-12-27
SKU01576,5414,3583687.5799999996,2881,30,3,2022-01-04,2025-12-31
SKU01577,1596,102774.32,854,30,3,2022-01-03,2025-12-30
SKU01578,22539,11432562.200000001,11929,30,3,2022-01-01,2025-12-31
SKU01579,1768,644359.0399999999,939,30,3,2022-01-02,2025-12-28
SKU01580,1335,165774.94999999998,710,30,3,2022-01-06,2025-12-31
SKU01581,1742,1289118.79,942,30,3,2022-01-04,2025-12-31
SKU01582,1285,1770521.53,704,30,3,2022-01-01,2025-12-31
SKU01583,1349,1475759.36,727,30,3,2022-01-09,2025-12-30
SKU01584,1344,1682770.44,719,30,3,2022-01-02,2025-12-31
SKU01585,1826,1960211.2000000002,947,30,3,2022-01-05,2025-12-30
SKU01586,1896,6508436.95,1020,30,3,2022-01-06,2025-12-31
SKU01587,2808,2476744.2600000002,1538,30,3,2022-01-01,2025-12-31
SKU01588,2060,397969.61,1079,30,3,2022-01-02,2025-12-31
