date,year,channel,total_value,quantity,transactions,active_stores,active_products
2022-11-20,2022,Mobile App,1393272.7,2204,599,30,817
2022-11-20,2022,Online,2529979.7,4142,1152,30,1371
2022-11-21,2022,In-Store,5083198.43,8022,2223,30,2159
2022-11-21,2022,Mobile App,1361877.97,2139,572,30,785
2022-11-21,2022,Online,2926735.22,4462,1230,30,1455
2022-11-22,2022,In-Store,4950394.86,8018,2185,30,2107
2022-11-22,2022,Mobile App,1507277.88,2346,628,30,884
2022-11-22,2022,Online,2678710.53,4447,1196,30,1434
2022-11-23,2022,In-Store,5236868.31,8260,2232,30,2153
2022-11-23,2022,Mobile App,1228411.94,2000,583,30,773
2022-11-23,2022,Online,2641868.17,4353,1145,30,1387
2022-11-24,2022,In-Store,5092530.17,8365,2288,30,2219
2022-11-24,2022,Mobile App,1385239.67,2295,616,30,849
2022-11-24,2022,Online,2551584.11,4319,1186,30,1376
2022-11-25,2022,In-Store,4935466.53,8123,2190,30,2143
2022-11-25,2022,Mobile App,1485358.26,2330,652,30,871
2022-11-25,2022,Online,2848140.35,4570,1273,30,1477
2022-11-26,2022,In-Store,5077445.77,8501,2332,30,2269
2022-11-26,2022,Mobile App,1111254.97,1910,540,30,745
2022-11-26,2022,Online,2602972.04,4217,1169,30,1411
2022-11-27,2022,In-Store,4813330.43,7843,2165,30,2158
2022-11-27,2022,Mobile App,1532439.02,2324,630,30,853
2022-11-27,2022,Online,2541827.56,4432,1179,30,1401
2022-11-28,2022,In-Store,4784706.51,7930,2228,30,2154
2022-11-28,2022,Mobile App,1314513.8,2180,602,30,853
2022-11-28,2022,Online,2714912.93,4252,1165,30,1412
2022-11-29,2022,In-Store,4863187.48,8124,2257,30,2153
2022-11-29,2022,Mobile App,1325651.77,2115,593,30,818
2022-11-29,2022,Online,3051699.58,4566,1232,30,1466
2022-11-30,2022,In-Store,4710847.8,7963,2195,30,2107
2022-11-30,2022,Mobile App,1268329.85,2118,606,30,802
2022-11-30,2022,Online,2623321.23,4240,1154,30,1361
2022-12-01,2022,In-Store,5437900.08,8633,2428,30,2266
2022-12-01,2022,Mobile App,1540407.35,2379,628,30,841
2022-12-01,2022,Online,2889308.15,4703,1313,30,1501
2022-12-02,2022,In-Store,5528109.29,9048,2467,30,2300
2022-12-02,2022,Mobile App,1296168.75,2162,598,30,810
2022-12-02,2022,Online,2782825.08,4525,1316,30,1464
2022-12-03,2022,In-Store,5258577.05,8681,2376,30,2258
2022-12-03,2022,Mobile App,1486358.05,2388,642,30,851
2022-12-03,2022,Online,2960431.4,4841,1298,30,1515
2022-12-04,2022,In-Store,5059810.18,8301,2342,30,2211
2022-12-04,2022,Mobile App,1567569.79,2478,655,30,909
2022-12-04,2022,Online,2854513.04,4720,1324,30,1481
2022-12-05,2022,In-Store,5430343.31,8735,2433,30,2279
2022-12-05,2022,Mobile App,1556161.2,2353,647,30,880
2022-12-05,2022,Online,2833638.57,4663,1305,30,1497
2022-12-06,2022,In-Store,5186199.65,8296,2335,30,2189
2022-12-06,2022,Mobile App,1538190.17,2594,723,30,976
2022-12-06,2022,Online,2874926.57,4722,1304,30,1502
2022-12-07,2022,In-Store,5219208.37,8728,2425,30,2260
2022-12-07,2022,Mobile App,1411829.89,2253,627,30,864
2022-12-07,2022,Online,2864172.54,4639,1300,30,1403
2022-12-08,2022,In-Store,5296306.68,8761,2427,30,2268
2022-12-08,2022,Mobile App,1611897.56,2636,693,30,943
2022-12-08,2022,Online,2676190.76,4595,1267,30,1479
2022-12-09,2022,In-Store,5278736.92,8780,2409,30,2313
2022-12-09,2022,Mobile App,1362254.4,2209,628,30,870
2022-12-09,2022,Online,2776239.52,4726,1298,30,1472
2022-12-10,2022,In-Store,5080896.83,8391,2325,30,2179
2022-12-10,2022,Mobile App,1434515.8,2331,639,30,905
2022-12-10,2022,Online,2952306.32,4714,1334,30,1482
2022-12-11,2022,In-Store,5353501.88,8783,2407,30,2283
2022-12-11,2022,Mobile App,1384283.14,2286,638,30,846
2022-12-11,2022,Online,2690536.03,4478,1249,30,1443
2022-12-12,2022,In-Store,5330409.71,8793,2381,30,2253
2022-12-12,2022,Mobile App,1398385.46,2387,637,30,869
2022-12-12,2022,Online,2764114.17,4801,1299,30,1488
2022-12-13,2022,In-Store,5337265.4,8876,2423,30,2302
2022-12-13,2022,Mobile App,1388269.38,2277,634,30,877
2022-12-13,2022,Online,2816612.5,4597,1296,30,1484
2022-12-14,2022,In-Store,5208386.16,8490,2387,30,2254
2022-12-14,2022,Mobile App,1562942.19,2536,687,30,933
2022-12-14,2022,Online,2732316.65,4616,1275,30,1407
2022-12-15,2022,In-Store,5282276.75,8689,2346,30,2226
2022-12-15,2022,Mobile App,1355350.13,2277,622,30,853
2022-12-15,2022,Online,2832239.46,4770,1309,30,1512
2022-12-16,2022,In-Store,5226673.86,8698,2419,30,2245
2022-12-16,2022,Mobile App,1360943.97,2143,620,30,790
2022-12-16,2022,Online,2850477.7399999998,4560,1250,30,1438
2022-12-17,2022,In-Store,5158341.89,8597,2359,30,2254
2022-12-17,2022,Mobile App,1555905.11,2525,655,30,892
2022-12-17,2022,Online,2898977.68,4680,1329,30,1505
2022-12-18,2022,In-Store,5158962.91,8540,2380,30,2217
2022-12-18,2022,Mobile App,1445337.0,2322,659,30,884
2022-12-18,2022,Online,2858599.61,4584,1286,30,1473
2022-12-19,2022,In-Store,5450564.53,8642,2354,30,2273
2022-12-19,2022,Mobile App,1455293.8,2501,702,30,921
2022-12-19,2022,Online,2805644.19,4738,1299,30,1475
2022-12-20,2022,In-Store,5521775.03,8820,2422,30,2281
2022-12-20,2022,Mobile App,1346291.49,2340,637,30,865
2022-12-20,2022,Online,2861199.54,4724,1341,30,1514
2022-12-21,2022,In-Store,5235602.33,8564,2372,30,2270
2022-12-21,2022,Mobile App,1468334.94,2451,643,30,862
2022-12-21,2022,Online,2825851.57,4720,1327,30,1487
2022-12-22,2022,In-Store,5364299.95,8808,2434,30,2307
2022-12-22,2022,Mobile App,1465233.59,2385,656,30,884
2022-12-22,2022,Online,2942819.65,4813,1355,30,1563
2022-12-23,2022,In-Store,5532517.88,9109,2448,30,2325
2022-12-23,2022,Mobile App,1518431.6199999999,2465,697,30,919
2022-12-23,2022,Online,2959564.43,4741,1285,30,1499
2022-12-24,2022,In-Store,5350605.13,8802,2406,30,2263
2022-12-24,2022,Mobile App,1448362.15,2369,648,30,873
2022-12-24,2022,Online,2820370.97,4639,1311,30,1517
2022-12-25,2022,In-Store,5109085.72,8600,2396,30,2295
2022-12-25,2022,Mobile App,1486326.2,2537,677,30,954
2022-12-25,2022,Online,2466999.89,4192,1223,30,1392
2022-12-26,2022,In-Store,5415370.6,8743,2366,30,2262
2022-12-26,2022,Mobile App,1332465.68,2469,690,30,912
2022-12-26,2022,Online,2842011.72,4565,1266,30,1502
2022-12-27,2022,In-Store,5143009.34,8609,2435,30,2242
2022-12-27,2022,Mobile App,1480046.08,2302,647,30,861
2022-12-27,2022,Online,2776806.72,4508,1318,30,1488
2022-12-28,2022,In-Store,5640454.08,9065,2453,30,2339
2022-12-28,2022,Mobile App,1264254.89,2234,623,30,851
2022-12-28,2022,Online,3021854.25,4865,1306,30,1539
2022-12-29,2022,In-Store,5466702.02,8991,2490,30,2351
2022-12-29,2022,Mobile App,1437446.11,2426,678,30,896
2022-12-29,2022,Online,2999545.63,4920,1337,30,1556
2022-12-30,2022,In-Store,5264095.76,8576,2375,30,2248
2022-12-30,2022,Mobile App,1563468.06,2509,663,30,924
2022-12-30,2022,Online,2673911.2,4595,1286,30,1510
2022-12-31,2022,In-Store,5083607.59,8378,2349,30,2213
2022-12-31,2022,Mobile App,1372463.36,2333,660,30,864
2022-12-31,2022,Online,2984493.37,5034,1387,30,1530
2023-01-01,2023,In-Store,3267505.37,5338,1538,30,1642
2023-01-01,2023,Mobile App,1058051.62,1712,450,30,656
2023-01-01,2023,Online,1941749.12,3220,890,30,1118
2023-01-02,2023,In-Store,3308767.77,5485,1582,30,1688
2023-01-02,2023,Mobile App,923257.56,1609,434,30,623
2023-01-02,2023,Online,1786172.26,3087,848,30,1120
2023-01-03,2023,In-Store,3401668.91,5665,1558,30,1717
2023-01-03,2023,Mobile App,971978.6,1636,448,30,664
2023-01-03,2023,Online,2072472.41,3126,835,30,1072
2023-01-04,2023,In-Store,3526153.94,5782,1593,30,1717
2023-01-04,2023,Mobile App,878047.71,1515,439,30,597
2023-01-04,2023,Online,1948839.92,3100,839,30,1100
2023-01-05,2023,In-Store,3462446.43,5583,1530,30,1708
2023-01-05,2023,Mobile App,1065740.04,1812,477,30,685
2023-01-05,2023,Online,1842837.23,3007,858,30,1083
2023-01-06,2023,In-Store,3349488.12,5428,1553,30,1668
2023-01-06,2023,Mobile App,1014418.91,1630,446,30,631
2023-01-06,2023,Online,1867636.27,2998,840,30,1048
2023-01-07,2023,In-Store,3445280.03,5569,1527,30,1704
2023-01-07,2023,Mobile App,966093.07,1559,438,30,614
2023-01-07,2023,Online,1966214.44,3091,864,30,1081
2023-01-08,2023,In-Store,3485479.88,5649,1531,30,1678
2023-01-08,2023,Mobile App,916126.9,1446,417,30,607
2023-01-08,2023,Online,1863898.28,2877,814,30,1031
2023-01-09,2023,In-Store,3598220.61,5849,1616,30,1776
2023-01-09,2023,Mobile App,998907.58,1538,408,30,589
2023-01-09,2023,Online,1715457.3,2971,858,30,1040
2023-01-10,2023,In-Store,3389383.51,5390,1547,30,1689
2023-01-10,2023,Mobile App,926915.24,1465,430,30,607
2023-01-10,2023,Online,1962796.78,3222,918,30,1113
2023-01-11,2023,In-Store,3362835.56,5603,1530,30,1685
2023-01-11,2023,Mobile App,887813.67,1480,408,30,581
2023-01-11,2023,Online,2035594.58,3136,863,30,1149
2023-01-12,2023,In-Store,3267763.45,5403,1504,30,1650
2023-01-12,2023,Mobile App,965433.76,1554,436,30,623
2023-01-12,2023,Online,2036454.28,3167,836,30,1083
2023-01-13,2023,In-Store,3557589.91,5867,1614,30,1767
2023-01-13,2023,Mobile App,807095.66,1474,413,30,593
2023-01-13,2023,Online,1918197.53,3059,850,30,1087
2023-01-14,2023,In-Store,3723698.94,6043,1650,30,1806
2023-01-14,2023,Mobile App,1051136.34,1599,440,30,634
2023-01-14,2023,Online,1984687.08,3101,823,30,1058
2023-01-15,2023,In-Store,3412023.01,5488,1538,30,1684
2023-01-15,2023,Mobile App,900338.4,1361,379,30,550
2023-01-15,2023,Online,1866649.0,3106,868,30,1105
2023-01-16,2023,In-Store,3489019.74,5698,1586,30,1686
2023-01-16,2023,Mobile App,934483.8099999999,1461,387,30,560
2023-01-16,2023,Online,1938396.32,3201,856,30,1096
2023-01-17,2023,In-Store,3447159.61,5640,1561,30,1684
2023-01-17,2023,Mobile App,879560.65,1495,414,30,589
2023-01-17,2023,Online,1763032.36,2894,840,30,1048
2023-01-18,2023,In-Store,3485893.38,5528,1527,30,1658
2023-01-18,2023,Mobile App,873497.55,1523,416,30,607
2023-01-18,2023,Online,1955050.67,3126,847,30,1097
2023-01-19,2023,In-Store,3474541.97,5438,1538,30,1651
2023-01-19,2023,Mobile App,853693.67,1362,375,30,565
2023-01-19,2023,Online,1907217.16,3031,866,30,1081
2023-01-20,2023,In-Store,3618855.55,5900,1618,30,1745
2023-01-20,2023,Mobile App,924584.84,1520,428,30,618
2023-01-20,2023,Online,1752972.92,2998,788,30,1023
2023-01-21,2023,In-Store,3463799.67,5532,1575,30,1681
2023-01-21,2023,Mobile App,1127524.71,1764,467,30,675
2023-01-21,2023,Online,1761798.27,2959,819,30,1054
2023-01-22,2023,In-Store,3381722.99,5373,1512,30,1683
2023-01-22,2023,Mobile App,889686.9,1392,398,30,551
2023-01-22,2023,Online,2031711.45,3198,868,30,1093
2023-01-23,2023,In-Store,3634667.11,5848,1571,30,1703
2023-01-23,2023,Mobile App,1019778.24,1680,454,30,657
2023-01-23,2023,Online,1842856.89,3005,817,30,1035
2023-01-24,2023,In-Store,3357956.99,5463,1524,30,1685
2023-01-24,2023,Mobile App,823504.42,1364,386,30,544
2023-01-24,2023,Online,1984611.72,3090,857,30,1080
2023-01-25,2023,In-Store,3614398.35,5838,1628,30,1729
2023-01-25,2023,Mobile App,950014.22,1547,425,30,638
2023-01-25,2023,Online,1911383.43,3156,837,30,1121
2023-01-26,2023,In-Store,3649858.85,5831,1612,30,1720
2023-01-26,2023,Mobile App,958697.89,1510,428,30,590
2023-01-26,2023,Online,1991126.26,3223,874,30,1111
2023-01-27,2023,In-Store,3512018.32,5584,1533,30,1663
2023-01-27,2023,Mobile App,1068122.64,1655,421,30,623
2023-01-27,2023,Online,1860738.07,3082,822,30,1091
2023-01-28,2023,In-Store,3628975.38,5753,1591,30,1771
2023-01-28,2023,Mobile App,808828.97,1421,390,30,593
2023-01-28,2023,Online,1932050.59,3257,854,30,1121
2023-01-29,2023,In-Store,3286966.18,5356,1536,30,1667
2023-01-29,2023,Mobile App,825071.5,1410,403,30,558
2023-01-29,2023,Online,1895698.6,2966,815,30,1054
2023-01-30,2023,In-Store,3326316.82,5381,1506,30,1680
2023-01-30,2023,Mobile App,894257.19,1521,408,30,618
2023-01-30,2023,Online,1870840.5,2982,851,30,1027
2023-01-31,2023,In-Store,3614240.18,5670,1597,30,1708
2023-01-31,2023,Mobile App,970346.7,1618,448,30,660
2023-01-31,2023,Online,1764571.46,2896,792,30,1053
2023-02-01,2023,In-Store,4022810.31,6254,1641,30,1806
2023-02-01,2023,Mobile App,1018468.67,1654,449,30,664
2023-02-01,2023,Online,1920294.0,3155,891,30,1111
2023-02-02,2023,In-Store,3937854.58,6277,1682,30,1857
2023-02-02,2023,Mobile App,953139.23,1515,412,30,607
2023-02-02,2023,Online,1930977.58,3254,886,30,1147
2023-02-03,2023,In-Store,3658885.77,5941,1596,30,1787
2023-02-03,2023,Mobile App,959387.12,1561,424,30,629
2023-02-03,2023,Online,1920814.84,3136,878,30,1102
2023-02-04,2023,In-Store,3660339.79,5962,1600,30,1774
2023-02-04,2023,Mobile App,1012496.72,1540,432,30,629
2023-02-04,2023,Online,1940530.85,3082,836,30,1054
2023-02-05,2023,In-Store,3668356.68,5963,1648,30,1784
2023-02-05,2023,Mobile App,1047390.97,1760,485,30,709
2023-02-05,2023,Online,2026028.95,3290,915,30,1116
2023-02-06,2023,In-Store,3585626.15,6025,1669,30,1779
2023-02-06,2023,Mobile App,953674.08,1537,409,30,600
2023-02-06,2023,Online,1783452.69,2906,803,30,1027
2023-02-07,2023,In-Store,3725359.05,6016,1666,30,1778
2023-02-07,2023,Mobile App,990973.0,1651,455,30,659
2023-02-07,2023,Online,1941206.0,3169,872,30,1131
2023-02-08,2023,In-Store,3737121.77,5932,1643,30,1738
2023-02-08,2023,Mobile App,1011055.37,1580,431,30,639
2023-02-08,2023,Online,2029786.41,3260,878,30,1124
2023-02-09,2023,In-Store,3459209.43,5714,1599,30,1712
2023-02-09,2023,Mobile App,1055196.46,1677,454,30,667
2023-02-09,2023,Online,2034024.53,3193,861,30,1114
2023-02-10,2023,In-Store,3604220.87,5746,1598,30,1700
2023-02-10,2023,Mobile App,923810.26,1596,426,30,637
2023-02-10,2023,Online,1862569.08,3052,866,30,1037
2023-02-11,2023,In-Store,3568848.86,5841,1653,30,1696
2023-02-11,2023,Mobile App,1032975.52,1635,450,30,629
2023-02-11,2023,Online,1878039.82,3095,857,30,1125
2023-02-12,2023,In-Store,3745170.29,6083,1649,30,1791
2023-02-12,2023,Mobile App,940515.08,1411,398,30,559
2023-02-12,2023,Online,1995621.09,3191,883,30,1115
2023-02-13,2023,In-Store,3789733.25,6188,1694,30,1804
2023-02-13,2023,Mobile App,930651.56,1508,441,30,625
2023-02-13,2023,Online,2003591.55,3092,849,30,1074
2023-02-14,2023,In-Store,3645364.95,5866,1602,30,1763
2023-02-14,2023,Mobile App,1081316.54,1738,474,30,701
2023-02-14,2023,Online,1982193.55,3130,872,30,1115
2023-02-15,2023,In-Store,3500725.5,5783,1628,30,1747
2023-02-15,2023,Mobile App,1010607.68,1639,436,30,653
2023-02-15,2023,Online,1797649.78,2910,859,30,1047
2023-02-16,2023,In-Store,3528255.98,5832,1651,30,1774
2023-02-16,2023,Mobile App,913979.33,1339,381,30,535
2023-02-16,2023,Online,2116744.49,3276,920,30,1164
2023-02-17,2023,In-Store,3719732.75,5947,1658,30,1743
2023-02-17,2023,Mobile App,1039377.51,1637,454,30,625
2023-02-17,2023,Online,2014768.49,3250,878,30,1164
2023-02-18,2023,In-Store,3548886.48,5741,1636,30,1780
2023-02-18,2023,Mobile App,996352.71,1473,400,30,597
2023-02-18,2023,Online,2008998.57,3250,869,30,1154
2023-02-19,2023,In-Store,3373144.48,5581,1568,30,1701
2023-02-19,2023,Mobile App,943182.27,1617,439,30,645
2023-02-19,2023,Online,1892622.03,3186,875,30,1101
2023-02-20,2023,In-Store,3705814.71,5944,1659,30,1733
2023-02-20,2023,Mobile App,1017177.51,1569,410,30,600
2023-02-20,2023,Online,1833842.25,2894,822,30,1066
2023-02-21,2023,In-Store,3540315.14,5763,1628,30,1720
2023-02-21,2023,Mobile App,890259.82,1494,424,30,599
2023-02-21,2023,Online,2106727.51,3292,885,30,1144
2023-02-22,2023,In-Store,3830497.61,5974,1615,30,1773
2023-02-22,2023,Mobile App,1121211.96,1761,485,30,690
2023-02-22,2023,Online,2054192.36,3422,929,30,1179
2023-02-23,2023,In-Store,3605687.97,5613,1565,30,1716
2023-02-23,2023,Mobile App,1035436.63,1644,452,30,636
2023-02-23,2023,Online,1919776.91,3219,891,30,1118
2023-02-24,2023,In-Store,3356848.12,5703,1632,30,1753
2023-02-24,2023,Mobile App,1068550.73,1681,452,30,669
2023-02-24,2023,Online,1879626.44,3029,846,30,1052
2023-02-25,2023,In-Store,3495559.26,5877,1618,30,1736
2023-02-25,2023,Mobile App,922085.23,1579,431,30,611
2023-02-25,2023,Online,1901458.56,3057,829,30,1040
2023-02-26,2023,In-Store,3605271.9,5738,1570,30,1719
2023-02-26,2023,Mobile App,977039.3099999999,1542,441,30,612
2023-02-26,2023,Online,1759721.1,2999,830,30,1056
2023-02-27,2023,In-Store,3573069.94,5995,1598,30,1745
2023-02-27,2023,Mobile App,1007921.69,1652,449,30,653
2023-02-27,2023,Online,1946894.38,3181,855,30,1077
2023-02-28,2023,In-Store,3643276.6,5807,1618,30,1744
2023-02-28,2023,Mobile App,921257.95,1615,463,30,645
2023-02-28,2023,Online,1766696.85,2927,821,30,1060
2023-03-01,2023,In-Store,3520251.54,6164,1706,30,1797
2023-03-01,2023,Mobile App,1144526.41,1774,487,30,667
2023-03-01,2023,Online,2186528.23,3452,951,30,1195
2023-03-02,2023,In-Store,4104809.57,6449,1768,30,1866
2023-03-02,2023,Mobile App,974137.92,1558,447,30,609
2023-03-02,2023,Online,1949805.68,3281,903,30,1172
2023-03-03,2023,In-Store,3750068.25,6250,1780,30,1835
2023-03-03,2023,Mobile App,1139184.1,1790,489,30,698
2023-03-03,2023,Online,2168464.61,3401,957,30,1174
2023-03-04,2023,In-Store,3613653.28,6074,1686,30,1798
2023-03-04,2023,Mobile App,1017911.6,1684,466,30,644
2023-03-04,2023,Online,2197110.89,3366,910,30,1157
2023-03-05,2023,In-Store,3655058.08,6207,1717,30,1817
2023-03-05,2023,Mobile App,1054498.73,1625,452,30,634
2023-03-05,2023,Online,2121174.36,3453,948,30,1159
2023-03-06,2023,In-Store,3889647.25,6172,1687,30,1880
2023-03-06,2023,Mobile App,989222.26,1580,453,30,631
2023-03-06,2023,Online,2103936.25,3399,942,30,1177
2023-03-07,2023,In-Store,3706789.1,6297,1742,30,1866
2023-03-07,2023,Mobile App,1075740.48,1812,479,30,719
2023-03-07,2023,Online,2079933.67,3392,950,30,1171
2023-03-08,2023,In-Store,3547217.27,6169,1705,30,1813
2023-03-08,2023,Mobile App,982096.09,1681,461,30,662
2023-03-08,2023,Online,1755738.05,3193,889,30,1134
2023-03-09,2023,In-Store,3518904.27,6239,1719,30,1843
2023-03-09,2023,Mobile App,946364.41,1778,474,30,702
2023-03-09,2023,Online,1939567.53,3493,963,30,1188
2023-03-10,2023,In-Store,3412831.09,6188,1713,30,1785
2023-03-10,2023,Mobile App,891736.4,1591,448,30,646
2023-03-10,2023,Online,1953007.44,3394,926,30,1168
2023-03-11,2023,In-Store,3738226.17,6632,1818,30,1919
2023-03-11,2023,Mobile App,1072213.52,1795,495,30,710
2023-03-11,2023,Online,1838527.22,3246,912,30,1088
2023-03-12,2023,In-Store,3493160.15,6365,1734,30,1858
2023-03-12,2023,Mobile App,1031939.77,1879,507,30,718
2023-03-12,2023,Online,1850532.41,3330,907,30,1154
2023-03-13,2023,In-Store,3305396.05,6303,1730,30,1838
2023-03-13,2023,Mobile App,924156.0,1757,460,30,666
2023-03-13,2023,Online,1847861.95,3529,986,30,1220
2023-03-14,2023,In-Store,3366215.19,6290,1727,30,1845
2023-03-14,2023,Mobile App,1036532.04,1878,536,30,720
2023-03-14,2023,Online,1832021.19,3501,960,30,1173
2023-03-15,2023,In-Store,3192128.51,6086,1706,30,1782
2023-03-15,2023,Mobile App,981763.78,1807,487,30,709
2023-03-15,2023,Online,1791832.71,3415,901,30,1174
2023-03-16,2023,In-Store,3236308.05,6310,1756,30,1903
2023-03-16,2023,Mobile App,908651.36,1710,463,30,670
2023-03-16,2023,Online,1792639.41,3403,899,30,1129
2023-03-17,2023,In-Store,3220012.21,6141,1709,30,1846
2023-03-17,2023,Mobile App,996156.49,1923,514,30,715
2023-03-17,2023,Online,1766461.65,3274,936,30,1154
2023-03-18,2023,In-Store,3428366.43,6467,1755,30,1908
2023-03-18,2023,Mobile App,799727.64,1588,437,30,620
2023-03-18,2023,Online,1837421.06,3475,940,30,1165
2023-03-19,2023,In-Store,3109076.98,5959,1671,30,1765
2023-03-19,2023,Mobile App,839117.91,1690,452,30,655
2023-03-19,2023,Online,1793233.64,3345,920,30,1128
2023-03-20,2023,In-Store,3502714.09,6579,1771,30,1893
2023-03-20,2023,Mobile App,905881.32,1737,492,30,691
2023-03-20,2023,Online,1862822.66,3322,942,30,1175
2023-03-21,2023,In-Store,3409231.61,6421,1735,30,1879
2023-03-21,2023,Mobile App,854751.34,1683,448,30,661
2023-03-21,2023,Online,1743393.36,3238,890,30,1102
2023-03-22,2023,In-Store,3500605.53,6467,1749,30,1877
2023-03-22,2023,Mobile App,959887.98,1778,463,30,661
2023-03-22,2023,Online,1751603.19,3094,876,30,1102
2023-03-23,2023,In-Store,3418484.02,6183,1766,30,1846
2023-03-23,2023,Mobile App,1113012.86,1773,486,30,693
2023-03-23,2023,Online,1842316.29,3295,915,30,1164
2023-03-24,2023,In-Store,3715457.4899999998,6581,1776,30,1910
2023-03-24,2023,Mobile App,1021638.68,1810,473,30,704
2023-03-24,2023,Online,1925325.59,3416,935,30,1162
2023-03-25,2023,In-Store,3675287.88,6470,1766,30,1838
2023-03-25,2023,Mobile App,761438.8099999999,1434,443,30,586
2023-03-25,2023,Online,1900124.34,3344,920,30,1143
2023-03-26,2023,In-Store,3423750.08,6350,1734,30,1840
2023-03-26,2023,Mobile App,991310.69,1779,495,30,714
2023-03-26,2023,Online,1848503.48,3284,908,30,1131
2023-03-27,2023,In-Store,3317801.34,6005,1674,30,1791
2023-03-27,2023,Mobile App,864395.87,1617,462,30,658
2023-03-27,2023,Online,1956521.22,3387,931,30,1147
2023-03-28,2023,In-Store,3540705.52,6271,1753,30,1838
2023-03-28,2023,Mobile App,916192.21,1618,449,30,643
2023-03-28,2023,Online,1930273.66,3421,935,30,1184
2023-03-29,2023,In-Store,3326580.43,6003,1715,30,1816
2023-03-29,2023,Mobile App,969472.69,1753,501,30,698
2023-03-29,2023,Online,1902220.54,3367,945,30,1164
2023-03-30,2023,In-Store,3392097.45,6071,1690,30,1779
2023-03-30,2023,Mobile App,1054977.12,1746,466,30,691
2023-03-30,2023,Online,1887617.73,3516,956,30,1173
2023-03-31,2023,In-Store,3609584.09,6062,1696,30,1814
2023-03-31,2023,Mobile App,980473.21,1746,483,30,711
2023-03-31,2023,Online,2039220.02,3255,911,30,1125
2023-04-01,2023,In-Store,3991697.18,6596,1790,30,1897
2023-04-01,2023,Mobile App,1136904.47,1988,550,30,762
2023-04-01,2023,Online,1990911.2,3404,948,30,1149
2023-04-02,2023,In-Store,3854470.89,6278,1786,30,1828
2023-04-02,2023,Mobile App,934016.32,1568,431,30,635
2023-04-02,2023,Online,2085957.42,3552,964,30,1188
2023-04-03,2023,In-Store,3643226.29,6208,1777,30,1838
2023-04-03,2023,Mobile App,1097208.58,1779,489,30,695
2023-04-03,2023,Online,2024195.45,3553,959,30,1189
2023-04-04,2023,In-Store,3823718.02,6399,1767,30,1846
2023-04-04,2023,Mobile App,1172955.46,1865,498,30,672
2023-04-04,2023,Online,1984352.62,3410,967,30,1205
2023-04-05,2023,In-Store,3495307.31,6049,1729,30,1805
2023-04-05,2023,Mobile App,959319.73,1658,447,30,658
2023-04-05,2023,Online,1841395.14,3348,938,30,1146
2023-04-06,2023,In-Store,3834271.5,6589,1846,30,1888
2023-04-06,2023,Mobile App,1017686.14,1758,477,30,667
2023-04-06,2023,Online,2080461.23,3651,991,30,1248
2023-04-07,2023,In-Store,3676175.43,6222,1731,30,1805
2023-04-07,2023,Mobile App,1081278.36,1815,486,30,699
2023-04-07,2023,Online,2124120.73,3523,944,30,1216
2023-04-08,2023,In-Store,3810608.45,6477,1738,30,1858
2023-04-08,2023,Mobile App,945152.24,1768,483,30,702
2023-04-08,2023,Online,2177679.51,3501,971,30,1200
2023-04-09,2023,In-Store,3081097.13,6444,1805,30,1913
2023-04-09,2023,Mobile App,787448.19,1641,461,30,629
2023-04-09,2023,Online,1595205.29,3422,951,30,1194
2023-04-10,2023,In-Store,3012020.54,6232,1736,30,1799
2023-04-10,2023,Mobile App,761229.74,1672,467,30,657
2023-04-10,2023,Online,1701398.42,3611,993,30,1237
2023-04-11,2023,In-Store,3089872.57,6231,1709,30,1811
2023-04-11,2023,Mobile App,803125.9,1623,458,30,665
2023-04-11,2023,Online,1709449.86,3677,1008,30,1254
2023-04-12,2023,In-Store,2992293.05,6529,1806,30,1887
2023-04-12,2023,Mobile App,747398.61,1564,471,30,628
2023-04-12,2023,Online,1748088.89,3698,993,30,1228
2023-04-13,2023,In-Store,3180153.43,6655,1803,30,1864
2023-04-13,2023,Mobile App,936598.9,1891,514,30,745
2023-04-13,2023,Online,1688289.93,3478,961,30,1211
2023-04-14,2023,In-Store,3009093.42,6322,1737,30,1880
2023-04-14,2023,Mobile App,831882.43,1725,480,30,654
2023-04-14,2023,Online,1714153.1,3618,951,30,1197
2023-04-15,2023,In-Store,3088696.58,6579,1774,30,1884
2023-04-15,2023,Mobile App,858832.94,1854,509,30,685
2023-04-15,2023,Online,1813376.31,3547,983,30,1198
2023-04-16,2023,In-Store,3175778.84,6479,1778,30,1872
2023-04-16,2023,Mobile App,853409.24,1773,478,30,699
2023-04-16,2023,Online,1802590.45,3543,951,30,1224
2023-04-17,2023,In-Store,3078038.78,6460,1781,30,1888
2023-04-17,2023,Mobile App,900352.33,1865,499,30,756
2023-04-17,2023,Online,1780878.86,3566,966,30,1212
2023-04-18,2023,In-Store,3123207.59,6407,1810,30,1872
2023-04-18,2023,Mobile App,853818.53,1809,480,30,688
2023-04-18,2023,Online,1584001.17,3380,943,30,1164
2023-04-19,2023,In-Store,4164855.89,6706,1843,30,1878
2023-04-19,2023,Mobile App,1265371.79,1827,508,30,715
2023-04-19,2023,Online,2219691.75,3544,985,30,1255
2023-04-20,2023,In-Store,4484098.92,7007,1868,30,1967
2023-04-20,2023,Mobile App,1116549.25,1839,494,30,692
2023-04-20,2023,Online,2274006.63,3613,982,30,1262
